Formula,Runs,Avg_Mass,Avg_RT,Avg_Score,Occurrence_Count,Run_Names,Num_Runs
C54H95NO6S,"['large', 'tiny']",885.68975,18.717,53.42,2,"large, tiny",2
C67H108O10,"['med', 'tiny']",1072.79065,19.173000000000002,55.175,2,"med, tiny",2
C12H14O3,"['bigmed', 'tiny']",206.0942,0.39849999999999997,83.375,2,"bigmed, tiny",2
C54H96O7,"['bigmed', 'large']",856.71475,20.768,51.665,2,"bigmed, large",2
C11H10O,"['med', 'tiny']",158.07229999999998,2.943,71.05,2,"med, tiny",2
C67H104O6,"['bigmed', 'med']",1004.78415,18.302,62.81,2,"bigmed, med",2
C54H98NO8P,"['bigmed', 'large']",919.7046,19.547,54.72,2,"bigmed, large",2
C54H99NO7S,"['bigmed', 'med']",905.7127,14.17,59.625,2,"bigmed, med",2
C54H99NO9,"['bigmed', 'large']",905.7314,17.4575,52.31,2,"bigmed, large",2
C11H12N2S,"['large', 'med']",204.07205,7.7509999999999994,59.39,2,"large, med",2
C11H13ClN2,"['bigmed', 'med']",208.077,21.432499999999997,57.71,2,"bigmed, med",2
C66H132NO11P,"['med', 'tiny']",1145.95275,11.039000000000001,53.375,2,"med, tiny",2
C66H127O11P,"['large', 'med']",1126.91625,18.9765,54.7,2,"large, med",2
C66H131O12P,"['bigmed', 'large']",1146.9286499999998,19.781,55.459999999999994,2,"bigmed, large",2
C55H102NO7P,"['bigmed', 'tiny']",919.73955,16.2105,53.075,2,"bigmed, tiny",2
C55H102O11,"['bigmed', 'tiny']",938.7447500000001,17.8475,52.555,2,"bigmed, tiny",2
C66H130O13S,"['large', 'med']",1162.9157,19.106,50.995000000000005,2,"large, med",2
C55H103O10P,"['med', 'tiny']",954.7335,17.2895,54.93,2,"med, tiny",2
C55H104NO8P,"['bigmed', 'med']",937.7471,15.0145,62.535,2,"bigmed, med",2
C55H104O11,"['med', 'tiny']",940.7552000000001,17.8355,52.144999999999996,2,"med, tiny",2
C66H130NO7P,"['bigmed', 'large']",1079.9592,19.8455,57.26,2,"bigmed, large",2
C55H104O5,"['large', 'med']",844.78725,20.521,53.974999999999994,2,"large, med",2
C66H127O8P,"['med', 'tiny']",1078.92855,18.134,67.92,2,"med, tiny",2
C55H105NO7,"['med', 'tiny']",891.78925,20.408,56.364999999999995,2,"med, tiny",2
C55H106NO10P,"['med', 'tiny']",971.75625,17.874499999999998,53.355000000000004,2,"med, tiny",2
C55H106NO11P,"['bigmed', 'med']",987.7519,18.3015,62.53,2,"bigmed, med",2
C12H13N5O2S,"['med', 'tiny']",291.07735,8.3355,61.33,2,"med, tiny",2
C55H85O9P,"['bigmed', 'tiny']",920.59115,15.561,53.415,2,"bigmed, tiny",2
C13H24N2O4,"['bigmed', 'med']",272.17435,9.881499999999999,63.205,2,"bigmed, med",2
C56H102O4,"['med', 'tiny']",838.7779,17.0815,52.42,2,"med, tiny",2
C55H97O10P,"['large', 'med']",948.6774,17.339,54.68,2,"large, med",2
C55H98O14,"['med', 'tiny']",982.6943,17.965,53.835,2,"med, tiny",2
C55H99NO13,"['med', 'tiny']",981.7109,17.2245,57.51,2,"med, tiny",2
C55H99NO5,"['large', 'med']",853.74985,18.7035,54.24,2,"large, med",2
C66H107O8P,"['large', 'med']",1058.7676000000001,17.6635,53.08,2,"large, med",2
C66H107NO9,"['bigmed', 'med']",1057.7943,19.7175,55.27,2,"bigmed, med",2
C55H99O11P,"['med', 'tiny']",966.6968999999999,21.278,54.34,2,"med, tiny",2
C56H100O11,"['med', 'tiny']",948.7251,18.004,51.775,2,"med, tiny",2
C56H100O7,"['bigmed', 'large']",884.7484,19.624499999999998,54.685,2,"bigmed, large",2
C56H100O9,"['large', 'med']",916.7407000000001,18.003,55.69,2,"large, med",2
C56H102NO12P,"['bigmed', 'tiny']",1011.7102500000001,15.742,53.735,2,"bigmed, tiny",2
C56H102O10,"['large', 'tiny']",934.7452000000001,14.1585,51.665,2,"large, tiny",2
C56H102O16P2,"['med', 'tiny']",1092.66695,5.1525,68.08,2,"med, tiny",2
C56H102O9,"['large', 'tiny']",918.7533000000001,15.003,52.53,2,"large, tiny",2
C66H116O11,"['large', 'tiny']",1084.85255,20.4705,50.260000000000005,2,"large, tiny",2
C66H107NO3,"['med', 'tiny']",961.82195,18.3545,51.785,2,"med, tiny",2
C66H106O15,"['med', 'tiny']",1138.7514,17.549500000000002,68.625,2,"med, tiny",2
C56H103NO6,"['large', 'med']",885.78,18.742,56.989999999999995,2,"large, med",2
C56H103NO7S,"['med', 'tiny']",933.7493,14.353,63.54,2,"med, tiny",2
C56H103O8P,"['large', 'med']",934.74225,14.5345,52.364999999999995,2,"large, med",2
C56H105NO5,"['bigmed', 'tiny']",871.7973,18.9255,55.260000000000005,2,"bigmed, tiny",2
C65H129O12P,"['bigmed', 'tiny']",1132.9198000000001,19.445500000000003,53.435,2,"bigmed, tiny",2
C56H105O8P,"['med', 'tiny']",936.75505,14.756,56.6,2,"med, tiny",2
C65H128O5,"['med', 'tiny']",988.97645,13.6125,53.78,2,"med, tiny",2
C65H128O12S,"['bigmed', 'tiny']",1132.9173999999998,20.744,52.91,2,"bigmed, tiny",2
C12H11ClN2O5S,"['bigmed', 'med']",330.0077,3.8415,52.795,2,"bigmed, med",2
C12H10O4,"['med', 'tiny']",218.0571,3.1765,71.53,2,"med, tiny",2
C56H107O11P,"['large', 'tiny']",986.7565999999999,20.094,52.085,2,"large, tiny",2
C55H97NO20,"['med', 'tiny']",1091.66325,5.1525,89.03,2,"med, tiny",2
C55H96O9,"['bigmed', 'large']",900.70655,16.5865,51.95,2,"bigmed, large",2
C55H96O15,"['large', 'med']",996.67875,14.131499999999999,54.510000000000005,2,"large, med",2
C55H96O12,"['bigmed', 'med']",948.68445,20.913,56.5,2,"bigmed, med",2
C66H114NO10P,"['bigmed', 'med']",1111.8185,18.7045,55.32,2,"bigmed, med",2
C55H87NO5,"['bigmed', 'med']",841.6596,14.780999999999999,62.765,2,"bigmed, med",2
C66H112O9,"['med', 'tiny']",1048.8287500000001,20.991999999999997,50.94,2,"med, tiny",2
C66H112O12S,"['bigmed', 'med']",1128.7874,17.9635,61.91,2,"bigmed, med",2
C55H87NO7S,"['bigmed', 'large']",905.61895,17.0155,56.155,2,"bigmed, large",2
C55H87NO8,"['large', 'med']",889.6447000000001,19.677,50.955,2,"large, med",2
C66H112O12,"['med', 'tiny']",1096.81185,17.8745,55.754999999999995,2,"med, tiny",2
C55H87O10P,"['med', 'tiny']",938.60745,4.9704999999999995,62.22,2,"med, tiny",2
C55H87O13P,"['med', 'tiny']",986.5844999999999,5.035500000000001,84.38,2,"med, tiny",2
C55H88O13S,"['med', 'tiny']",988.5906,5.035500000000001,56.730000000000004,2,"med, tiny",2
C55H88O2,"['bigmed', 'large']",780.6769,16.5215,59.66,2,"bigmed, large",2
C55H88O9,"['large', 'med']",892.64675,14.4545,55.34,2,"large, med",2
C12H13N3,"['med', 'tiny']",199.10944999999998,6.7115,77.445,2,"med, tiny",2
C66H110O15,"['med', 'tiny']",1142.7883,16.392500000000002,61.56,2,"med, tiny",2
C55H90O6,"['bigmed', 'med']",846.6773499999999,13.7155,55.400000000000006,2,"bigmed, med",2
C55H90O9,"['med', 'tiny']",894.6578,17.2895,50.91,2,"med, tiny",2
C55H91NO6,"['bigmed', 'med']",861.68575,13.5205,51.625,2,"bigmed, med",2
C55H91NO6S,"['med', 'tiny']",893.6595,14.8855,50.53,2,"med, tiny",2
C55H92NO11P,"['med', 'tiny']",973.63925,16.51,58.33,2,"med, tiny",2
C55H92O12,"['med', 'tiny']",944.6616,14.704,58.75,2,"med, tiny",2
C66H109O8P,"['bigmed', 'large']",1060.7926,14.6775,59.9,2,"bigmed, large",2
C55H93NO8,"['bigmed', 'med']",895.69085,14.559999999999999,63.019999999999996,2,"bigmed, med",2
C66H108O9,"['bigmed', 'med']",1044.80585,20.3285,56.93,2,"bigmed, med",2
C66H108O6,"['bigmed', 'large']",996.8116,17.145,55.185,2,"bigmed, large",2
C55H95NO6,"['med', 'tiny']",865.7157,14.769,52.625,2,"med, tiny",2
C55H95NO6S,"['large', 'med']",897.69235,16.948999999999998,58.45,2,"large, med",2
C11H14O3,"['med', 'tiny']",194.0941,7.9455,71.985,2,"med, tiny",2
C58H100O4,"['med', 'tiny']",860.7577,21.122,50.58,2,"med, tiny",2
C58H102O10,"['bigmed', 'med']",958.74945,14.222000000000001,52.315,2,"bigmed, med",2
C71H128O11,"['med', 'tiny']",1156.9427500000002,16.2755,55.82,2,"med, tiny",2
C60H109NO12S,"['large', 'tiny']",1067.76415,19.0805,55.83,2,"large, tiny",2
C62H114O4,"['large', 'tiny']",922.8696,21.4575,52.394999999999996,2,"large, tiny",2
C60H104O9,"['bigmed', 'med']",968.76875,17.3275,55.035,2,"bigmed, med",2
C62H114NO8P,"['bigmed', 'tiny']",1031.83345,20.277,55.075,2,"bigmed, tiny",2
C60H105NO7,"['bigmed', 'large']",951.7914000000001,13.17,68.14,2,"bigmed, large",2
C60H106O10,"['bigmed', 'tiny']",986.779,17.276,61.56,2,"bigmed, tiny",2
C11H20N2O6,"['med', 'tiny']",276.13355,7.166,77.88499999999999,2,"med, tiny",2
C11H18O,"['med', 'tiny']",166.1352,15.509,73.84,2,"med, tiny",2
C62H113NO3,"['med', 'tiny']",919.8724500000001,18.576,54.519999999999996,2,"med, tiny",2
C11H19NO9,"['med', 'tiny']",309.1072,5.802,66.72,2,"med, tiny",2
C60H107O8P,"['med', 'tiny']",986.7752,18.692500000000003,57.36,2,"med, tiny",2
C11H19NO8,"['med', 'tiny']",293.1121,5.3865,78.0,2,"med, tiny",2
C60H108O11,"['bigmed', 'tiny']",1004.79025,14.327,57.135000000000005,2,"bigmed, tiny",2
C60H108O5,"['large', 'tiny']",908.8207500000001,19.8985,54.53,2,"large, tiny",2
C60H109NO13,"['bigmed', 'med']",1051.79335,20.4065,68.66499999999999,2,"bigmed, med",2
C62H115NO9,"['large', 'tiny']",1017.8571,20.211,58.625,2,"large, tiny",2
C62H111O13P,"['med', 'tiny']",1094.7815,19.654,53.89,2,"med, tiny",2
C11H19NO5,"['bigmed', 'med']",245.1268,7.2044999999999995,64.92,2,"bigmed, med",2
C60H109O9P,"['bigmed', 'med']",1004.7848,16.769000000000002,66.67500000000001,2,"bigmed, med",2
C60H110O12,"['large', 'med']",1022.8011,13.7555,53.925,2,"large, med",2
C62H111NO7,"['large', 'med']",981.8353999999999,19.1845,52.379999999999995,2,"large, med",2
C60H110O16P2,"['med', 'tiny']",1148.72345,17.757,60.57000000000001,2,"med, tiny",2
C60H110O6,"['bigmed', 'med']",926.8307,16.95,55.515,2,"bigmed, med",2
C60H110O9,"['large', 'tiny']",974.8131,14.2365,53.230000000000004,2,"large, tiny",2
C11H18O6,"['bigmed', 'med']",246.10985,11.675,78.83500000000001,2,"bigmed, med",2
C60H112O12,"['large', 'tiny']",1024.8092499999998,16.404,54.17,2,"large, tiny",2
C60H112O5,"['bigmed', 'tiny']",912.84875,15.4565,51.125,2,"bigmed, tiny",2
C60H113N2O7P,"['large', 'tiny']",1004.8315500000001,18.561,58.315,2,"large, tiny",2
C60H113NO13,"['med', 'tiny']",1055.8254000000002,19.5235,52.835,2,"med, tiny",2
C62H114O5,"['bigmed', 'large']",938.8660500000001,22.625,50.745000000000005,2,"bigmed, large",2
C62H116O13S,"['large', 'tiny']",1100.8139,20.3925,55.415000000000006,2,"large, tiny",2
C5H15N4O3P,"['bigmed', 'tiny']",210.08905,4.8145,78.75,2,"bigmed, tiny",2
C62H122O10,"['med', 'tiny']",1026.90585,19.0175,61.065,2,"med, tiny",2
C5H4N4O,"['bigmed', 'tiny']",136.03789999999998,18.796,85.005,2,"bigmed, tiny",2
C63H102O4,"['bigmed', 'large']",922.7751000000001,20.274,50.215,2,"bigmed, large",2
C5H4O3,"['med', 'tiny']",112.0154,0.4225,78.19,2,"med, tiny",2
C11H20O2,"['med', 'tiny']",184.1463,0.3835,99.12,2,"med, tiny",2
C5H5N5O2,"['med', 'tiny']",167.04505,6.074,65.22,2,"med, tiny",2
C5H6O3,"['med', 'tiny']",114.0315,8.582,83.83,2,"med, tiny",2
C63H102NO10P,"['med', 'tiny']",1063.72485,14.106,51.485,2,"med, tiny",2
C63H100O5,"['med', 'tiny']",936.7543499999999,13.6125,51.495000000000005,2,"med, tiny",2
C63H100O13S,"['med', 'tiny']",1096.68815,16.198,57.855000000000004,2,"med, tiny",2
C62H95NO7,"['med', 'tiny']",965.7130500000001,19.2775,59.16,2,"med, tiny",2
C62H93NO9,"['med', 'tiny']",995.67985,17.7175,55.165,2,"med, tiny",2
C5H7NO5,"['med', 'tiny']",161.03289999999998,4.164,71.09,2,"med, tiny",2
C5H8N6O,"['med', 'tiny']",168.0775,6.6594999999999995,68.685,2,"med, tiny",2
C62H122NO9P,"['large', 'large']",1055.88265,19.8055,50.785,2,"large, large",2
C60H103O12P,"['bigmed', 'med']",1046.71875,16.483,59.84,2,"bigmed, med",2
C11H18N4O7S,"['bigmed', 'tiny']",350.0919,9.843,73.25,2,"bigmed, tiny",2
C11H18NO,"['med', 'tiny']",180.139,6.5815,69.91,2,"med, tiny",2
C62H120O12S,"['bigmed', 'large']",1088.8495,18.6895,55.215,2,"bigmed, large",2
C5H8O5,"['med', 'tiny']",148.03685,7.569,77.91499999999999,2,"med, tiny",2
C62H119O13P,"['large', 'tiny']",1102.8371499999998,22.405,58.845,2,"large, tiny",2
C62H119NO18,"['med', 'tiny']",1165.8447,20.368000000000002,57.599999999999994,2,"med, tiny",2
C62H117NO8,"['bigmed', 'large']",1003.8786,22.1965,50.47,2,"bigmed, large",2
C5H9NO4,"['bigmed', 'tiny']",147.0532,0.4115,61.540000000000006,2,"bigmed, tiny",2
C5H9NO5,"['med', 'tiny']",163.04944999999998,1.0590000000000002,78.66499999999999,2,"med, tiny",2
C60H100O10,"['med', 'tiny']",980.7328,18.03,51.11,2,"med, tiny",2
C60H100O4,"['med', 'tiny']",884.7595,15.7695,50.695,2,"med, tiny",2
C60H100O6,"['med', 'tiny']",916.75385,20.849,52.650000000000006,2,"med, tiny",2
C60H102O4,"['bigmed', 'tiny']",886.77765,20.5885,51.545,2,"bigmed, tiny",2
C62H111N11O12,"['bigmed', 'tiny']",1201.8392,20.2515,51.92,2,"bigmed, tiny",2
C60H113O10P,"['bigmed', 'med']",1024.8096999999998,17.2495,55.015,2,"bigmed, med",2
C60H113O13P,"['med', 'tiny']",1072.7858999999999,19.5885,55.61,2,"med, tiny",2
C61H120NO6P,"['med', 'tiny']",993.8842999999999,20.3035,54.870000000000005,2,"med, tiny",2
C61H102O11,"['bigmed', 'large']",1010.7447999999999,20.390500000000003,55.385000000000005,2,"bigmed, large",2
C61H105NO9,"['bigmed', 'large']",995.7843,13.781,55.66,2,"bigmed, large",2
C61H106O6,"['large', 'med']",934.7979499999999,21.0805,51.06,2,"large, med",2
C61H99O13P,"['med', 'tiny']",1070.68505,5.1525,64.955,2,"med, tiny",2
C61H106O9,"['bigmed', 'tiny']",982.78865,17.1325,54.540000000000006,2,"bigmed, tiny",2
C61H107NO10,"['bigmed', 'large']",1013.7932000000001,13.638,65.205,2,"bigmed, large",2
C61H98O6,"['large', 'med']",926.7364,17.224,58.595,2,"large, med",2
C61H107NO7,"['large', 'med']",965.80615,16.5745,54.4,2,"large, med",2
C61H97NO7,"['med', 'tiny']",955.7266,17.4195,54.005,2,"med, tiny",2
C61H96O11,"['bigmed', 'tiny']",1004.698,19.108,56.17,2,"bigmed, tiny",2
C61H94O6,"['bigmed', 'med']",922.7046,16.884999999999998,62.695,2,"bigmed, med",2
C61H108O11,"['bigmed', 'tiny']",1016.793,18.484,59.53,2,"bigmed, tiny",2
C11H19N5O4,"['med', 'tiny']",285.14465,3.709,60.805,2,"med, tiny",2
C61H108O5,"['med', 'tiny']",920.81635,19.9005,51.175,2,"med, tiny",2
C62H110O15,"['bigmed', 'med']",1094.78685,18.652,53.32,2,"bigmed, med",2
C61H109NO10,"['bigmed', 'med']",1015.8025,16.9115,51.295,2,"bigmed, med",2
C61H119O7P,"['large', 'tiny']",994.8697,17.03,52.42,2,"large, tiny",2
C61H110O11,"['med', 'tiny']",1018.8096499999999,18.614,51.64,2,"med, tiny",2
C61H110O14,"['large', 'tiny']",1066.79175,20.8465,56.255,2,"large, tiny",2
C11H19NO3,"['med', 'tiny']",213.13580000000002,3.112,82.15,2,"med, tiny",2
C61H119NO7,"['med', 'tiny']",977.89845,21.161,58.735,2,"med, tiny",2
C61H117O11P,"['med', 'tiny']",1056.83215,13.7425,57.004999999999995,2,"med, tiny",2
C61H116O4,"['med', 'tiny']",912.8918,14.3405,57.56,2,"med, tiny",2
C11H19NO10,"['med', 'tiny']",325.10040000000004,9.0245,71.175,2,"med, tiny",2
C61H116O11,"['large', 'tiny']",1024.8559,20.820500000000003,51.11,2,"large, tiny",2
C11H19N5O7,"['med', 'tiny']",333.1262,5.4895,57.2,2,"med, tiny",2
C11H19N5O6,"['med', 'tiny']",317.1328,1.877,62.31,2,"med, tiny",2
C61H112O16P2,"['med', 'tiny']",1162.7388999999998,14.145,52.230000000000004,2,"med, tiny",2
C61H101NO8,"['bigmed', 'med']",975.7591,16.0405,50.45,2,"bigmed, med",2
C61H100O9,"['large', 'med']",976.7347500000001,19.9115,51.42,2,"large, med",2
C62H102O12,"['large', 'tiny']",1038.7395,20.146,53.455,2,"large, tiny",2
C61H100O4,"['med', 'tiny']",896.7638999999999,14.509,52.375,2,"med, tiny",2
C60H114O12,"['bigmed', 'med']",1026.8292999999999,18.6,58.825,2,"bigmed, med",2
C60H114O4,"['med', 'tiny']",898.87195,17.003500000000003,59.39,2,"med, tiny",2
C62H110O13S,"['large', 'tiny']",1094.7675,20.029,56.805,2,"large, tiny",2
C11H19N3O2,"['med', 'tiny']",225.14870000000002,1.2275,78.395,2,"med, tiny",2
C62H108O12,"['bigmed', 'large']",1044.7812,18.6245,51.75,2,"bigmed, large",2
C62H108O11,"['bigmed', 'large']",1028.7971,18.8065,55.465,2,"bigmed, large",2
C60H115O11P,"['bigmed', 'med']",1042.81725,18.002499999999998,58.879999999999995,2,"bigmed, med",2
C62H107NO9,"['large', 'med']",1009.7953,17.6785,51.43,2,"large, med",2
C60H116NO8P,"['bigmed', 'tiny']",1009.8438,18.886499999999998,58.24,2,"bigmed, tiny",2
C62H107NO17,"['med', 'tiny']",1137.7499,17.549500000000002,63.825,2,"med, tiny",2
C60H116O9,"['med', 'tiny']",980.8593000000001,20.979,59.38,2,"med, tiny",2
C60H117N2O6P,"['bigmed', 'tiny']",992.85945,19.2895,51.53,2,"bigmed, tiny",2
C60H117NO10,"['large', 'tiny']",1011.8648499999999,18.210500000000003,53.3,2,"large, tiny",2
C60H119NO6,"['bigmed', 'large']",949.90255,17.8575,63.045,2,"bigmed, large",2
C60H122NO7P,"['large', 'large']",999.8948,19.104,52.04,2,"large, large",2
C60H88O15,"['bigmed', 'med']",1048.61675,14.248,70.255,2,"bigmed, med",2
C62H106O6,"['bigmed', 'tiny']",946.80135,16.445,50.715,2,"bigmed, tiny",2
C60H88O6,"['bigmed', 'tiny']",904.65785,18.744,54.235,2,"bigmed, tiny",2
C60H89NO8,"['bigmed', 'med']",951.6596999999999,18.2105,52.695,2,"bigmed, med",2
C60H94NO11P,"['bigmed', 'med']",1035.6569,14.1055,51.385000000000005,2,"bigmed, med",2
C60H94O6,"['bigmed', 'med']",910.7105,16.262,63.72,2,"bigmed, med",2
C62H105O10P,"['med', 'tiny']",1040.7489,19.134,57.08,2,"med, tiny",2
C62H103O9P,"['med', 'tiny']",1022.7344,19.3035,52.495,2,"med, tiny",2
C60H95O9P,"['bigmed', 'tiny']",990.6739500000001,15.275500000000001,58.61,2,"bigmed, tiny",2
C60H96O14,"['med', 'tiny']",1040.67815,14.522,55.34,2,"med, tiny",2
C60H96O9,"['bigmed', 'med']",960.7094999999999,19.042,60.33,2,"bigmed, med",2
C60H98NO8P,"['bigmed', 'med']",991.7017000000001,18.924999999999997,53.08,2,"bigmed, med",2
C11H20O3,"['med', 'tiny']",200.13979999999998,3.5285,70.61,2,"med, tiny",2
C63H102O6,"['med', 'tiny']",954.7673500000001,16.445,50.71,2,"med, tiny",2
C58H102O12,"['bigmed', 'med']",990.73395,17.678,56.265,2,"bigmed, med",2
C63H124NO7P,"['large', 'med']",1037.91115,21.3655,59.425,2,"large, med",2
C58H113O19P3,"['med', 'tiny']",1206.7137,5.282500000000001,85.17500000000001,2,"med, tiny",2
C58H113O7P,"['med', 'tiny']",952.8191999999999,18.939999999999998,54.795,2,"med, tiny",2
C11H22N5O6P,"['med', 'tiny']",351.1319,9.4145,81.33,2,"med, tiny",2
C58H115NO5,"['large', 'med']",905.8812,13.131499999999999,54.1,2,"large, med",2
C63H97NO9,"['med', 'tiny']",1011.7181499999999,16.7305,50.89,2,"med, tiny",2
C58H121O12P,"['bigmed', 'med']",1040.85905,19.302,52.815,2,"bigmed, med",2
C63H95NO8,"['bigmed', 'med']",993.7076,15.586,55.39,2,"bigmed, med",2
C58H87NO8,"['bigmed', 'tiny']",925.6456000000001,16.7035,53.415,2,"bigmed, tiny",2
C63H92O6,"['large', 'tiny']",944.6873,15.651499999999999,53.730000000000004,2,"large, tiny",2
C58H91NO7,"['bigmed', 'tiny']",913.6786500000001,18.0555,55.69,2,"bigmed, tiny",2
C63H127NO5,"['bigmed', 'med']",977.97695,14.118500000000001,55.290000000000006,2,"bigmed, med",2
C63H125O10P,"['bigmed', 'med']",1072.90085,19.978,61.675,2,"bigmed, med",2
C63H125NO9,"['med', 'tiny']",1039.93435,18.212,60.86,2,"med, tiny",2
C58H97NO7,"['bigmed', 'tiny']",919.72825,16.4315,55.59,2,"bigmed, tiny",2
C58H112O5,"['bigmed', 'med']",888.85315,13.5205,54.75,2,"bigmed, med",2
C58H98O12,"['med', 'tiny']",986.6998000000001,16.107,59.78,2,"med, tiny",2
C58H98O13S,"['large', 'med']",1034.6761000000001,17.3015,54.650000000000006,2,"large, med",2
C63H122NO8P,"['bigmed', 'large']",1051.8903,19.586,52.980000000000004,2,"bigmed, large",2
C11H22N4O5,"['med', 'tiny']",290.1568,9.843499999999999,65.125,2,"med, tiny",2
C63H121NO10,"['bigmed', 'tiny']",1051.90215,18.354,65.78999999999999,2,"bigmed, tiny",2
C58H99O9P,"['med', 'tiny']",970.69895,19.5505,54.57,2,"med, tiny",2
C63H120NO11P,"['med', 'tiny']",1097.8577500000001,20.005,53.605000000000004,2,"med, tiny",2
C59H100O14,"['med', 'tiny']",1032.7111,14.8855,56.375,2,"med, tiny",2
C59H101NO8,"['med', 'tiny']",951.7572,13.131499999999999,64.49,2,"med, tiny",2
C59H102O9,"['bigmed', 'large']",954.7514,20.2875,55.625,2,"bigmed, large",2
C59H103O8P,"['large', 'tiny']",970.74105,20.302,52.879999999999995,2,"large, tiny",2
C59H104O11,"['med', 'tiny']",988.75895,21.252000000000002,61.724999999999994,2,"med, tiny",2
C63H119O10P,"['bigmed', 'tiny']",1066.8562000000002,18.756999999999998,57.92,2,"bigmed, tiny",2
C64H106NO9P,"['med', 'tiny']",1063.7577999999999,18.147,50.805,2,"med, tiny",2
C11H22N6O4,"['med', 'tiny']",302.1702,7.27,73.05000000000001,2,"med, tiny",2
C5H12S2,"['bigmed', 'tiny']",136.0376,18.16,67.61,2,"bigmed, tiny",2
C58H106O9,"['large', 'tiny']",946.77945,22.1845,52.205,2,"large, tiny",2
C58H102O9,"['bigmed', 'tiny']",942.75335,13.6115,58.489999999999995,2,"bigmed, tiny",2
C58H103NO5,"['med', 'tiny']",893.7835,17.1075,52.56,2,"med, tiny",2
C58H103NO9,"['bigmed', 'med']",957.76385,18.977,74.31,2,"bigmed, med",2
C64H108O6,"['bigmed', 'med']",972.81285,16.9635,59.545,2,"bigmed, med",2
C58H104NO8P,"['med', 'tiny']",973.75285,17.913,54.385000000000005,2,"med, tiny",2
C58H104O10,"['med', 'tiny']",960.7661,14.418,58.885000000000005,2,"med, tiny",2
C64H108O14,"['bigmed', 'med']",1100.775,18.21,61.67999999999999,2,"bigmed, med",2
C58H105NO5,"['large', 'tiny']",895.7995000000001,19.326999999999998,52.235,2,"large, tiny",2
C58H105NO9,"['large', 'tiny']",959.77925,13.899000000000001,51.06,2,"large, tiny",2
C58H105O10P,"['large', 'med']",992.742,19.950499999999998,57.285,2,"large, med",2
C58H106O10,"['bigmed', 'med']",962.77725,14.611999999999998,72.255,2,"bigmed, med",2
C58H106O11,"['med', 'tiny']",978.77795,15.7045,58.89,2,"med, tiny",2
C58H106O14,"['med', 'tiny']",1026.75965,14.86,50.785,2,"med, tiny",2
C11H16O3,"['med', 'tiny']",196.1091,3.112,78.905,2,"med, tiny",2
C58H111NO3,"['med', 'tiny']",869.85745,19.966,60.535000000000004,2,"med, tiny",2
C11H17N2,"['med', 'tiny']",177.13909999999998,9.557500000000001,74.02000000000001,2,"med, tiny",2
C58H107O8P,"['large', 'large']",962.77685,16.755000000000003,52.94,2,"large, large",2
C58H107O9P,"['bigmed', 'med']",978.7692,13.871500000000001,51.795,2,"bigmed, med",2
C58H108O11,"['bigmed', 'med']",980.78925,13.936,52.01,2,"bigmed, med",2
C64H107NO8,"['bigmed', 'large']",1017.8024499999999,16.483,53.66,2,"bigmed, large",2
C11H22O3,"['med', 'tiny']",202.15665,5.919,78.67,2,"med, tiny",2
C11H22O,"['med', 'tiny']",170.16655,7.087999999999999,65.565,2,"med, tiny",2
C11H17NO6,"['med', 'tiny']",259.1049,6.4515,76.345,2,"med, tiny",2
C58H110O12,"['bigmed', 'med']",998.79855,18.341,59.055,2,"bigmed, med",2
C58H110O4,"['med', 'tiny']",870.83955,13.8725,57.44,2,"med, tiny",2
C11H22N6O4S,"['med', 'tiny']",334.14300000000003,7.6080000000000005,74.475,2,"med, tiny",2
C58H111NO12S,"['large', 'tiny']",1045.77755,17.924500000000002,54.305,2,"large, tiny",2
C58H111NO14,"['bigmed', 'large']",1045.8082,19.1705,60.91,2,"bigmed, large",2
C59H105NO7,"['large', 'med']",939.78205,18.871,58.475,2,"large, med",2
C63H119NO10,"['med', 'tiny']",1049.8816000000002,19.732,63.97,2,"med, tiny",2
C63H117NO10,"['large', 'tiny']",1047.86865,19.328,52.915,2,"large, tiny",2
C59H94O4,"['bigmed', 'tiny']",866.7121999999999,14.288,53.269999999999996,2,"bigmed, tiny",2
C59H119NO3,"['bigmed', 'large']",889.91995,14.0795,58.34,2,"bigmed, large",2
C63H109NO10,"['bigmed', 'med']",1039.8099499999998,14.651,60.955,2,"bigmed, med",2
C59H87NO10,"['large', 'tiny']",969.6364000000001,14.0155,54.095,2,"large, tiny",2
C63H108O2,"['med', 'tiny']",896.8314,20.654000000000003,52.39,2,"med, tiny",2
C63H108O17P2,"['bigmed', 'med']",1198.70935,18.873,66.97999999999999,2,"bigmed, med",2
C59H90O12S,"['med', 'tiny']",1022.60765,13.8335,56.03,2,"med, tiny",2
C63H107NO9,"['bigmed', 'large']",1021.7898,18.91,52.57,2,"bigmed, large",2
C63H106NO8P,"['bigmed', 'med']",1035.7682,17.587,55.129999999999995,2,"bigmed, med",2
C59H91NO9,"['bigmed', 'tiny']",957.6716,20.9,51.78,2,"bigmed, tiny",2
C59H92O6,"['bigmed', 'large']",896.6854000000001,13.378,53.525000000000006,2,"bigmed, large",2
C59H93NO8,"['bigmed', 'med']",943.6927000000001,21.575000000000003,55.725,2,"bigmed, med",2
C59H94O12S,"['bigmed', 'med']",1026.64445,13.3645,61.095,2,"bigmed, med",2
C59H94O14,"['med', 'tiny']",1026.659,5.1005,54.19,2,"med, tiny",2
C11H18N4O3,"['bigmed', 'tiny']",254.1368,0.515,70.635,2,"bigmed, tiny",2
